,spark.reducer.maxSizeInFlight,spark.shuffle.file.buffer,spark.shuffle.sort.bypassMergeThreshold,spark.speculation.interval,spark.speculation.multiplier,spark.speculation.quantile,spark.broadcast.blockSize,spark.io.compression.snappy.blockSize,spark.kryoserializer.buffer.max,spark.kryoserializer.buffer,spark.driver.memory,spark.executor.memory,spark.network.timeout,spark.locality.wait,spark.task.maxFailures,spark.shuffle.compress,spark.memory.fraction,spark.shuffle.spill.compress,spark.broadcast.compress,spark.memory.storageFraction
35,82,28,500,400,3.5,0.5,120,92,24,6,4,54,420,9,5,1,0.7999999999999999,1,0,0.5
36,92,4,400,500,1.5,0.25,60,66,120,70,7,63,200,7,1,1,0.8999999999999999,0,0,0.5
37,90,110,900,500,3.0,0.75,98,108,32,22,1,31,20,7,2,1,0.6,0,1,0.5
38,66,80,600,400,3.5,0.25,12,90,8,66,2,88,320,2,3,0,0.7999999999999999,0,1,0.5
39,72,64,100,400,2.5,0.25,92,54,40,50,7,121,320,5,3,1,0.6,1,1,0.7999999999999999
40,102,66,200,900,4.0,0.75,36,124,80,30,1,63,140,8,4,1,0.5,0,0,0.5
41,126,122,300,300,1.0,0.75,86,52,56,46,1,102,160,3,4,0,0.6,0,0,0.6
42,92,4,400,600,1.5,0.5,106,12,8,32,1,58,460,3,2,0,0.7,0,0,0.6
43,26,96,500,500,4.5,0.5,18,52,72,42,7,50,360,3,4,1,0.8999999999999999,0,1,0.5
44,86,108,300,200,1.0,0.25,40,118,8,68,1,72,120,9,7,1,0.8999999999999999,1,1,0.7999999999999999
45,24,90,800,800,4.0,0.75,52,18,8,114,6,26,240,6,2,1,0.7999999999999999,0,1,0.8999999999999999
46,74,120,200,500,3.0,0.25,78,124,80,30,1,16,360,1,1,1,0.8999999999999999,1,1,0.8999999999999999
47,98,44,200,500,1.0,0.5,118,34,120,42,5,123,140,6,4,1,0.5,0,1,0.7999999999999999
48,48,2,600,800,3.0,0.5,64,40,32,78,7,15,460,3,6,0,0.5,1,1,0.5
49,16,8,600,500,4.5,0.5,74,60,32,12,3,39,80,7,5,1,0.5,0,0,0.7999999999999999
50,124,100,400,200,4.0,0.25,22,34,16,44,6,54,100,9,6,1,0.8999999999999999,1,1,0.7
51,50,120,700,400,4.5,0.25,88,42,112,118,6,109,440,5,1,0,0.8999999999999999,1,1,0.7
52,88,26,300,400,1.0,0.75,62,114,120,88,3,102,400,3,5,0,0.8999999999999999,1,1,0.8999999999999999
53,50,106,600,800,3.0,0.75,78,26,96,48,3,35,380,9,2,1,0.7999999999999999,0,1,0.7
54,50,32,100,700,4.0,0.5,62,26,88,36,2,117,420,2,6,0,0.7999999999999999,0,0,0.6
55,34,6,100,600,4.5,0.75,60,56,48,50,7,95,160,2,2,0,0.5,0,0,0.6
56,100,22,600,600,1.0,0.25,76,28,32,72,4,43,480,3,4,1,0.5,1,0,0.7
57,12,32,900,200,3.0,0.5,60,106,88,70,7,22,400,7,2,1,0.8999999999999999,0,0,0.6
58,86,58,200,900,4.0,0.25,84,48,16,110,3,112,260,4,7,1,0.7,1,1,0.6
59,56,4,800,200,2.5,0.25,46,42,40,52,1,30,200,6,1,1,0.6,0,1,0.7
60,106,104,300,800,2.0,0.5,4,48,24,110,4,103,340,3,1,0,0.5,1,0,0.7
61,82,66,200,500,3.0,0.75,114,108,96,38,7,25,160,4,2,0,0.7999999999999999,0,1,0.7
62,126,6,400,400,2.0,0.25,20,56,56,50,3,78,280,6,6,1,0.6,1,0,0.7999999999999999
63,96,114,100,400,2.0,0.75,52,38,88,84,5,93,480,1,1,0,0.6,1,1,0.7
64,6,120,800,100,3.0,0.5,26,110,24,6,5,76,20,2,1,0,0.6,0,1,0.8999999999999999
65,18,74,400,900,2.5,0.25,28,64,64,52,1,21,400,4,7,0,0.5,0,0,0.7999999999999999
66,28,32,700,500,3.0,0.5,50,58,120,50,6,123,400,2,1,1,0.8999999999999999,1,0,0.6
67,68,10,400,300,3.0,0.25,126,16,64,78,6,105,460,2,3,1,0.8999999999999999,0,0,0.5
68,90,110,100,700,1.5,0.25,70,92,64,100,5,99,300,6,5,1,0.6,1,1,0.8999999999999999
69,74,56,600,600,4.5,0.75,86,92,112,122,5,44,80,6,1,0,0.8999999999999999,1,0,0.5
70,86,10,800,500,3.5,0.5,6,70,64,90,2,72,160,6,6,1,0.8999999999999999,0,0,0.8999999999999999
71,14,60,700,400,3.0,0.75,50,92,88,36,3,33,440,7,2,1,0.7,0,0,0.5
72,50,76,700,500,4.0,0.75,26,124,16,92,3,125,440,3,1,1,0.5,0,0,0.8999999999999999
73,106,96,300,700,2.5,0.75,80,68,48,10,1,18,160,6,2,1,0.5,0,1,0.7999999999999999
74,94,112,200,100,1.5,0.75,32,78,16,66,7,54,440,1,1,0,0.7999999999999999,1,1,0.8999999999999999
75,40,38,800,200,3.0,0.25,108,22,80,40,6,75,40,1,1,1,0.7999999999999999,1,0,0.7999999999999999
76,108,12,400,600,3.5,0.5,116,98,120,120,2,14,420,7,1,1,0.6,0,0,0.7
77,76,80,200,900,1.5,0.25,50,84,120,92,6,117,300,5,6,1,0.6,1,1,0.7
78,96,64,500,900,2.5,0.25,112,120,64,116,6,58,420,3,6,0,0.7999999999999999,0,1,0.6
79,40,80,200,700,2.0,0.75,122,24,56,18,4,71,120,3,6,0,0.8999999999999999,0,1,0.8999999999999999
80,126,68,100,700,1.5,0.25,58,8,8,88,4,27,480,7,4,1,0.5,1,0,0.7
81,30,4,100,200,4.5,0.5,110,12,64,26,2,12,220,5,6,1,0.7,0,1,0.6
82,20,124,900,900,1.5,0.75,2,26,112,118,7,86,460,8,1,1,0.5,0,1,0.6
83,110,122,100,200,3.5,0.25,68,46,8,66,1,99,260,2,1,0,0.8999999999999999,1,1,0.6
84,56,54,200,300,2.0,0.5,86,14,8,34,6,107,120,5,3,1,0.7999999999999999,0,0,0.6
85,30,62,100,100,1.0,0.5,64,104,8,124,7,99,160,6,1,1,0.6,1,1,0.7999999999999999
86,50,64,300,500,3.5,0.75,108,2,16,56,5,80,240,4,2,1,0.7999999999999999,0,1,0.5
87,64,116,300,100,3.5,0.25,8,30,96,86,4,97,280,7,4,0,0.6,1,0,0.7
88,18,112,600,300,1.5,0.75,110,92,56,112,5,47,260,7,1,1,0.7,1,1,0.7
89,124,118,500,300,1.5,0.75,74,98,8,54,4,85,20,2,5,1,0.6,0,0,0.5
90,20,72,100,800,4.0,0.25,122,8,24,68,1,117,400,2,2,1,0.7,0,0,0.7
91,34,84,500,200,2.0,0.25,58,62,40,74,4,127,240,4,6,0,0.8999999999999999,1,0,0.8999999999999999
92,52,122,900,400,3.0,0.25,54,52,48,58,4,76,320,6,6,0,0.6,1,0,0.7
93,88,110,700,800,2.5,0.5,116,108,120,12,5,52,40,6,5,1,0.5,0,0,0.5
94,16,122,800,700,3.0,0.5,120,126,16,16,6,98,100,1,4,0,0.8999999999999999,0,1,0.8999999999999999
95,6,86,100,700,1.5,0.75,74,40,96,48,4,25,180,9,5,1,0.7,0,1,0.8999999999999999
96,28,106,200,600,4.0,0.5,102,74,64,86,6,48,180,9,2,1,0.6,0,0,0.7999999999999999
97,124,76,400,300,3.0,0.25,94,80,104,124,4,70,360,4,5,0,0.7999999999999999,1,0,0.7
98,78,42,900,400,2.0,0.5,118,42,96,44,2,26,200,4,5,0,0.5,0,1,0.6
99,66,32,200,200,4.5,0.5,10,22,48,66,7,18,260,1,5,0,0.7999999999999999,1,1,0.6
100,20,94,100,300,2.0,0.5,92,20,120,46,2,47,300,7,1,0,0.5,1,0,0.6
101,18,22,100,600,2.0,0.25,50,94,32,38,3,96,200,4,4,0,0.7999999999999999,0,0,0.8999999999999999
102,110,118,400,900,1.0,0.5,78,84,72,42,7,63,300,4,5,1,0.5,1,0,0.5
103,66,94,600,800,4.5,0.5,86,90,120,36,4,60,440,8,3,0,0.6,0,1,0.7
104,52,120,500,400,1.0,0.5,70,114,88,2,5,28,480,4,1,1,0.6,0,0,0.7999999999999999
105,54,116,400,400,2.0,0.25,98,100,24,4,1,12,220,9,7,0,0.7,0,0,0.7999999999999999
106,52,58,900,600,4.0,0.5,6,90,24,52,3,15,440,5,6,1,0.8999999999999999,0,1,0.5
107,106,72,200,100,4.5,0.75,72,124,88,86,7,122,260,3,7,1,0.7,1,1,0.7
108,92,10,300,200,1.5,0.25,84,14,64,90,6,47,300,7,6,0,0.6,1,1,0.7
109,14,88,200,700,2.0,0.5,78,92,48,36,4,127,420,2,6,1,0.7999999999999999,1,1,0.7
110,2,62,100,500,3.5,0.25,42,2,48,48,5,123,240,8,3,1,0.5,1,1,0.8999999999999999
111,102,2,100,400,1.5,0.75,16,124,8,120,4,51,100,7,6,0,0.8999999999999999,0,1,0.7999999999999999
112,8,88,200,700,3.5,0.25,76,50,80,122,5,24,260,4,5,0,0.5,0,0,0.7
113,110,10,500,200,4.0,0.75,22,72,112,70,1,60,100,9,6,1,0.7,1,1,0.7999999999999999
114,4,114,100,600,4.5,0.5,122,82,120,48,7,69,180,9,7,0,0.5,0,1,0.6
115,20,76,100,500,2.0,0.5,90,30,120,68,7,121,240,4,3,1,0.8999999999999999,0,1,0.7999999999999999
116,112,90,600,500,4.5,0.25,60,118,8,6,6,109,280,1,2,1,0.7999999999999999,1,1,0.6
117,108,64,200,500,1.0,0.75,4,98,72,36,2,56,120,1,2,1,0.5,1,1,0.7
118,102,48,300,400,3.5,0.25,96,124,48,64,5,75,380,3,1,1,0.6,0,1,0.7999999999999999
119,46,16,900,900,4.0,0.75,58,84,112,90,2,57,280,1,4,1,0.7,1,1,0.7
120,102,58,100,100,4.0,0.25,24,60,64,54,6,90,320,9,1,0,0.8999999999999999,0,1,0.7999999999999999
121,36,4,900,600,2.0,0.5,106,16,8,94,4,71,300,6,2,0,0.7,0,1,0.7
122,46,54,200,300,3.0,0.75,46,12,24,14,2,81,120,1,5,1,0.8999999999999999,1,1,0.6
123,4,38,400,200,4.0,0.75,60,48,88,16,1,115,280,6,6,1,0.7999999999999999,1,1,0.5
124,46,84,300,200,2.5,0.25,44,60,8,80,7,74,20,4,1,1,0.8999999999999999,1,1,0.5
125,92,124,200,300,3.0,0.75,102,2,96,120,2,107,260,5,5,0,0.6,1,1,0.7999999999999999
126,32,26,200,500,1.5,0.75,32,22,112,38,4,35,80,5,6,1,0.8999999999999999,0,1,0.7999999999999999
127,92,88,700,800,1.5,0.25,8,8,16,108,6,93,60,9,3,0,0.7999999999999999,1,1,0.6
128,22,52,600,400,1.5,0.5,36,102,80,50,2,87,480,9,3,0,0.5,0,1,0.7999999999999999
129,98,52,600,900,4.5,0.25,106,68,32,100,3,69,380,4,2,0,0.6,1,0,0.5
130,62,38,900,900,3.5,0.5,60,74,40,44,4,48,440,1,7,1,0.7999999999999999,0,1,0.7999999999999999
131,30,124,100,900,1.0,0.75,118,12,56,50,4,57,300,5,1,1,0.8999999999999999,0,1,0.7999999999999999
132,36,2,400,300,4.0,0.75,54,86,88,22,2,121,220,6,6,1,0.5,1,1,0.8999999999999999
133,92,26,300,800,1.0,0.75,96,4,88,68,2,50,140,1,6,0,0.7,0,0,0.5
134,30,6,500,700,3.0,0.25,14,54,96,58,2,123,380,2,5,0,0.7,1,0,0.5
135,90,14,300,200,4.0,0.75,50,6,104,28,2,31,40,4,1,0,0.8999999999999999,1,0,0.8999999999999999
136,104,36,300,900,2.5,0.5,46,84,56,34,4,100,240,6,1,1,0.8999999999999999,0,1,0.5
137,78,58,300,700,3.0,0.5,104,16,120,46,2,121,420,2,3,1,0.7,0,0,0.7999999999999999
138,96,92,400,300,4.0,0.25,40,24,16,90,3,45,160,8,4,0,0.5,1,1,0.8999999999999999
139,30,26,800,500,2.0,0.5,10,26,104,78,2,91,260,1,3,1,0.7999999999999999,0,0,0.6
140,38,112,300,300,1.0,0.25,4,20,48,80,7,10,120,2,5,0,0.8999999999999999,1,0,0.5
141,34,64,500,500,3.0,0.5,42,58,40,50,3,51,240,1,1,1,0.6,0,0,0.7
142,84,120,600,500,4.0,0.5,114,54,96,28,5,93,400,3,3,0,0.7,0,0,0.6
143,10,62,200,900,1.0,0.5,18,96,72,86,4,111,100,2,3,1,0.6,0,0,0.6
144,88,10,400,800,3.5,0.5,48,106,120,108,6,48,300,4,2,1,0.8999999999999999,1,1,0.6
145,112,48,400,700,4.0,0.25,24,92,56,72,6,51,100,5,1,1,0.7,1,0,0.6
146,96,48,100,300,4.0,0.5,120,86,72,30,6,111,100,3,7,1,0.7,0,1,0.7999999999999999
147,48,70,400,900,2.0,0.5,80,106,120,76,1,38,180,2,3,1,0.8999999999999999,1,0,0.5
148,104,84,300,700,1.0,0.5,40,28,88,84,6,79,440,3,4,1,0.7999999999999999,0,0,0.7999999999999999
149,118,64,200,700,4.0,0.5,78,94,16,12,1,51,260,2,6,1,0.7999999999999999,0,0,0.8999999999999999
150,22,98,800,300,3.5,0.5,48,114,104,40,2,76,100,6,3,1,0.6,0,1,0.8999999999999999
151,82,98,700,900,3.0,0.25,66,16,16,62,7,20,220,8,6,1,0.7,1,0,0.6
152,58,32,600,500,1.5,0.25,110,44,96,106,7,35,320,8,1,0,0.7999999999999999,0,0,0.6
153,6,90,900,700,3.5,0.5,76,20,48,104,6,68,140,8,3,1,0.6,1,0,0.6
154,96,60,800,800,2.0,0.75,30,4,120,44,4,8,180,6,2,0,0.8999999999999999,1,0,0.7999999999999999
155,36,118,400,700,1.0,0.5,66,30,112,124,6,49,180,6,4,1,0.7,1,0,0.8999999999999999
156,122,108,400,200,2.5,0.25,50,74,120,8,4,32,140,1,2,0,0.7999999999999999,1,0,0.6
157,20,110,500,700,2.5,0.5,118,100,112,18,1,22,400,6,2,1,0.8999999999999999,1,0,0.5
158,60,36,100,900,2.5,0.5,120,68,72,18,7,103,240,1,6,0,0.5,1,0,0.5
159,124,74,800,900,3.0,0.5,92,16,24,62,1,45,180,6,5,0,0.7999999999999999,0,0,0.7999999999999999
160,60,126,200,600,3.5,0.75,116,28,120,76,4,61,440,1,3,0,0.7999999999999999,1,1,0.5
161,122,14,900,700,3.0,0.25,98,24,56,106,7,84,240,3,7,0,0.7999999999999999,1,0,0.7999999999999999
162,126,62,700,600,1.5,0.75,94,94,32,72,1,82,400,9,7,1,0.7999999999999999,0,0,0.5
163,10,28,800,500,4.5,0.25,20,14,40,102,1,127,140,3,6,0,0.7999999999999999,1,1,0.7999999999999999
164,52,100,600,800,2.0,0.75,114,116,120,32,2,8,40,3,4,0,0.6,0,1,0.7999999999999999
165,96,86,400,100,2.0,0.5,82,106,96,90,3,61,360,3,7,0,0.7,1,1,0.7999999999999999
166,50,14,100,700,1.0,0.75,64,114,48,30,2,81,100,6,6,0,0.7,1,1,0.5
167,10,74,400,300,1.0,0.25,4,124,72,36,6,9,440,6,3,1,0.7,1,1,0.6
168,126,18,600,200,3.5,0.5,2,118,120,102,6,8,420,7,5,0,0.7,1,1,0.6
169,46,110,500,300,1.0,0.25,90,94,88,64,7,90,440,2,7,1,0.6,0,0,0.6
170,94,82,300,100,4.0,0.25,108,114,32,106,4,108,120,9,4,0,0.7,0,1,0.6
171,114,102,200,800,1.5,0.75,50,104,32,68,5,81,20,9,2,1,0.5,1,1,0.7
172,104,36,600,700,1.0,0.25,14,80,88,20,2,52,400,1,5,1,0.7,1,1,0.7999999999999999
173,8,60,600,300,2.0,0.5,64,58,64,60,3,68,280,9,5,1,0.8999999999999999,0,1,0.6
174,126,100,400,500,1.5,0.75,76,124,112,54,2,125,100,6,5,0,0.7999999999999999,1,1,0.5
175,94,66,100,800,4.5,0.75,6,98,64,116,3,109,240,8,3,1,0.8999999999999999,0,0,0.5
176,112,122,400,900,3.0,0.75,100,84,56,102,3,55,240,2,7,0,0.7999999999999999,0,0,0.5
177,46,102,900,200,2.0,0.75,38,58,40,126,5,46,280,5,6,1,0.5,0,0,0.7999999999999999
178,88,28,900,500,1.5,0.25,40,60,80,32,7,84,440,1,5,1,0.7,1,1,0.6
179,16,42,800,400,1.5,0.5,102,90,88,16,7,106,460,6,6,1,0.7,0,0,0.6
180,52,38,600,900,4.0,0.25,56,44,8,102,3,44,480,2,1,0,0.8999999999999999,0,1,0.5
181,6,30,700,500,1.0,0.75,74,70,120,52,1,34,40,6,1,1,0.8999999999999999,1,0,0.7
182,32,30,500,300,3.5,0.5,14,86,88,108,4,27,120,4,5,1,0.5,1,0,0.7
183,16,70,700,300,1.5,0.25,114,36,104,112,4,31,20,4,3,1,0.8999999999999999,0,0,0.7
184,28,46,300,400,2.0,0.5,18,110,40,56,4,117,440,4,6,0,0.7999999999999999,1,1,0.8999999999999999
185,106,122,100,800,2.5,0.5,58,72,24,74,2,83,240,5,4,0,0.5,0,1,0.6
186,76,82,800,300,1.0,0.75,80,82,40,6,4,30,300,3,1,0,0.7,1,1,0.6
187,110,110,300,600,3.5,0.5,126,6,72,48,6,14,280,4,6,0,0.6,0,0,0.6
188,34,104,100,100,1.5,0.75,80,40,80,48,3,24,20,7,5,1,0.6,0,0,0.5
189,84,82,600,400,1.5,0.5,8,68,88,46,5,19,320,8,3,0,0.7,0,1,0.5
190,74,104,800,600,2.5,0.5,8,32,64,86,1,53,440,2,1,0,0.7999999999999999,0,1,0.7999999999999999
191,52,82,900,700,1.5,0.25,4,44,56,40,6,47,100,3,4,0,0.8999999999999999,0,1,0.5
192,92,6,800,300,2.5,0.5,122,120,72,44,5,49,240,5,7,0,0.7999999999999999,1,0,0.8999999999999999
193,48,10,500,200,3.5,0.75,66,54,80,6,4,22,320,3,2,0,0.7999999999999999,0,0,0.7
194,52,36,700,600,1.0,0.5,4,86,24,96,2,34,440,6,6,0,0.7,1,1,0.5
195,8,22,300,700,1.5,0.25,8,94,48,114,1,109,480,7,5,1,0.5,1,0,0.5
196,36,52,800,900,3.0,0.5,74,100,88,20,1,8,260,4,4,1,0.6,0,1,0.7
197,100,26,700,500,4.5,0.25,86,96,40,104,2,14,220,9,4,0,0.6,0,1,0.7999999999999999
198,64,6,400,600,1.5,0.75,116,112,56,26,1,44,280,9,1,0,0.7,1,1,0.8999999999999999
199,88,96,700,500,2.0,0.5,104,90,88,16,2,86,400,1,2,0,0.6,0,1,0.6
200,58,40,300,500,3.0,0.5,50,82,48,70,3,62,440,5,5,0,0.8999999999999999,0,0,0.5
201,124,64,900,500,3.5,0.75,118,62,96,56,7,123,240,6,4,1,0.6,0,1,0.7999999999999999
202,36,76,400,100,3.5,0.75,32,104,32,6,3,23,140,6,3,1,0.5,0,1,0.7999999999999999
203,24,36,500,700,1.0,0.75,8,54,40,14,7,80,400,7,3,1,0.5,1,0,0.5
204,28,98,100,800,3.5,0.25,60,46,96,110,5,98,480,9,2,0,0.7999999999999999,0,0,0.6
205,118,10,400,500,1.5,0.25,112,120,8,50,4,69,400,7,6,1,0.7999999999999999,1,0,0.7
206,48,118,300,300,4.0,0.75,84,126,104,78,1,46,180,8,5,0,0.7,1,0,0.6
207,110,114,200,100,1.0,0.25,76,94,88,36,6,115,140,2,3,0,0.6,0,0,0.7
208,48,62,800,900,2.0,0.75,32,24,96,4,1,36,300,9,4,0,0.6,1,1,0.6
209,108,84,700,500,3.5,0.75,126,34,120,82,4,13,260,4,1,0,0.7999999999999999,1,0,0.7
210,94,62,500,400,3.5,0.5,64,76,104,58,6,127,40,2,7,1,0.7999999999999999,1,1,0.8999999999999999
211,36,46,600,100,3.5,0.25,6,2,112,80,4,64,160,7,6,0,0.7999999999999999,0,0,0.7
212,62,90,700,400,4.5,0.5,42,56,24,88,4,100,20,5,2,0,0.7999999999999999,1,1,0.7
213,10,104,900,700,4.5,0.25,18,6,88,84,3,44,20,6,1,1,0.5,0,1,0.7999999999999999
214,112,126,600,600,4.0,0.5,82,84,72,104,7,75,320,2,6,1,0.7,0,0,0.7
215,68,14,500,900,2.5,0.25,10,82,48,116,3,41,100,5,2,0,0.5,0,1,0.7
216,78,76,900,200,2.5,0.75,30,116,48,118,2,25,140,7,4,1,0.8999999999999999,1,0,0.5
217,74,66,800,200,3.0,0.5,114,94,48,72,7,102,160,4,3,1,0.6,0,0,0.6
218,6,72,200,700,4.5,0.5,12,90,56,48,5,86,40,7,4,1,0.6,0,1,0.6
219,10,88,100,300,3.5,0.25,112,56,32,110,2,110,380,4,1,1,0.7999999999999999,0,0,0.6
220,46,80,700,400,1.5,0.25,106,30,16,102,7,23,80,2,4,1,0.8999999999999999,1,0,0.7
221,98,56,600,300,2.0,0.75,24,72,104,34,4,93,60,4,1,0,0.7999999999999999,1,0,0.5
222,52,100,600,800,1.0,0.5,24,84,88,78,1,106,60,2,3,1,0.7,0,0,0.5
223,86,76,600,800,4.0,0.75,6,116,24,56,2,92,180,3,5,0,0.6,0,0,0.6
224,102,54,100,700,1.5,0.5,120,40,48,70,5,47,340,2,3,0,0.7,1,0,0.5
225,8,4,900,700,4.5,0.5,4,66,112,80,3,82,260,6,4,0,0.8999999999999999,0,0,0.5
226,8,26,100,600,4.5,0.5,16,110,8,2,1,28,260,7,6,1,0.8999999999999999,0,1,0.5
227,42,62,400,600,2.5,0.5,16,10,48,74,6,93,140,6,7,0,0.7999999999999999,1,0,0.6
228,114,88,400,400,1.5,0.75,76,120,104,36,4,57,240,3,1,1,0.5,0,1,0.7
229,48,102,900,400,4.5,0.5,20,84,120,34,4,33,160,3,1,1,0.5,0,1,0.8999999999999999
230,4,114,700,600,3.5,0.75,16,84,120,60,7,103,340,2,4,1,0.5,0,1,0.7999999999999999
231,112,108,700,100,3.0,0.5,8,100,112,92,1,61,40,1,5,0,0.8999999999999999,1,1,0.6
232,2,52,600,900,4.0,0.75,114,116,104,30,4,67,80,5,3,1,0.7999999999999999,0,0,0.5
233,40,58,400,400,3.0,0.5,114,106,16,80,2,73,340,4,6,0,0.8999999999999999,0,0,0.7999999999999999
234,62,82,100,200,1.0,0.25,34,86,72,30,7,10,360,3,3,1,0.7999999999999999,1,0,0.6
235,66,4,800,300,1.5,0.5,114,8,24,38,7,46,180,6,7,1,0.7,1,0,0.5
236,60,26,400,400,2.0,0.75,62,36,72,124,5,23,380,4,1,1,0.7,1,1,0.7
237,46,72,800,600,2.5,0.75,80,76,24,78,4,59,380,9,4,1,0.6,0,0,0.6
238,126,26,100,600,1.5,0.5,88,110,56,16,4,117,280,6,5,0,0.7999999999999999,0,0,0.7
239,16,52,300,700,3.5,0.75,98,2,32,116,3,75,200,9,4,0,0.6,1,0,0.5
240,12,30,800,500,3.0,0.75,104,126,88,112,6,66,440,8,1,1,0.7,1,1,0.5
241,58,98,900,800,2.0,0.5,82,20,16,102,1,87,280,2,4,0,0.7999999999999999,0,0,0.7999999999999999
242,54,2,700,500,2.0,0.75,64,64,8,4,5,58,140,5,2,0,0.8999999999999999,0,0,0.8999999999999999
243,54,58,300,300,4.5,0.75,60,54,32,12,3,123,340,7,2,0,0.7999999999999999,1,0,0.7
244,2,22,100,400,1.5,0.75,96,106,16,10,3,108,120,3,2,0,0.7999999999999999,0,1,0.7999999999999999
245,68,12,500,100,4.0,0.75,112,18,120,82,7,81,40,6,2,1,0.8999999999999999,0,0,0.7999999999999999
246,72,96,300,700,1.5,0.75,94,52,104,76,2,17,160,1,4,1,0.8999999999999999,1,1,0.7
247,18,76,800,800,1.5,0.5,56,62,104,52,3,126,480,2,1,0,0.7999999999999999,1,1,0.7999999999999999
248,24,32,400,800,2.5,0.5,68,46,16,66,6,78,180,7,5,0,0.7,0,0,0.6
249,106,116,600,100,3.5,0.25,86,100,56,44,5,124,340,1,7,0,0.6,1,1,0.5
